 kgrid  ValNew  Policy 
0.850745 -11.8562  0.87369
 0.85075 -11.8559  0.87369
0.850755 -11.8556 0.873695
 0.85076 -11.8553 0.873695
0.850765  -11.855   0.8737
 0.85077 -11.8546   0.8737
0.850775 -11.8543 0.873705
 0.85078  -11.854 0.873705
0.850785 -11.8537  0.87371
 0.85079 -11.8534 0.873715
0.850795  -11.853 0.873715
  0.8508 -11.8527  0.87372
0.850805 -11.8524  0.87372
 0.85081 -11.8521 0.873725
0.850815 -11.8518 0.873725
 0.85082 -11.8514  0.87373
0.850825 -11.8511  0.87373
 0.85083 -11.8508 0.873735
0.850835 -11.8505 0.873735
 0.85084 -11.8502  0.87374
0.850845 -11.8498  0.87374
 0.85085 -11.8495 0.873745
0.850855 -11.8492 0.873745
 0.85086 -11.8489  0.87375
0.850865 -11.8486  0.87375
 0.85087 -11.8482 0.873755
0.850875 -11.8479  0.87376
 0.85088 -11.8476  0.87376
0.850885 -11.8473 0.873765
 0.85089  -11.847 0.873765
0.850895 -11.8466  0.87377
  0.8509 -11.8463  0.87377
0.850905  -11.846 0.873775
 0.85091 -11.8457 0.873775
0.850915 -11.8454  0.87378
 0.85092  -11.845  0.87378
0.850925 -11.8447 0.873785
 0.85093 -11.8444 0.873785
0.850935 -11.8441  0.87379
 0.85094 -11.8438  0.87379
0.850945 -11.8434 0.873795
 0.85095 -11.8431   0.8738
0.850955 -11.8428   0.8738
 0.85096 -11.8425 0.873805
0.850965 -11.8422 0.873805
 0.85097 -11.8418  0.87381
0.850975 -11.8415  0.87381
 0.85098 -11.8412 0.873815
0.850985 -11.8409 0.873815
 0.85099 -11.8406  0.87382
0.850995 -11.8402  0.87382
   0.851 -11.8399 0.873825
0.851005 -11.8396 0.873825
 0.85101 -11.8393  0.87383
0.851015  -11.839  0.87383
 0.85102 -11.8386 0.873835
0.851025 -11.8383  0.87384
 0.85103  -11.838  0.87384
0.851035 -11.8377 0.873845
 0.85104 -11.8374 0.873845
0.851045  -11.837  0.87385
 0.85105 -11.8367  0.87385
0.851055 -11.8364 0.873855
 0.85106 -11.8361 0.873855
0.851065 -11.8358  0.87386
 0.85107 -11.8354  0.87386
0.851075 -11.8351 0.873865
 0.85108 -11.8348 0.873865
0.851085 -11.8345  0.87387
 0.85109 -11.8342  0.87387
0.851095 -11.8338 0.873875
  0.8511 -11.8335 0.873875
0.851105 -11.8332  0.87388
 0.85111 -11.8329 0.873885
0.851115 -11.8326 0.873885
 0.85112 -11.8322  0.87389
0.851125 -11.8319  0.87389
 0.85113 -11.8316 0.873895
0.851135 -11.8313 0.873895
 0.85114  -11.831   0.8739
0.851145 -11.8306   0.8739
 0.85115 -11.8303 0.873905
0.851155   -11.83 0.873905
 0.85116 -11.8297  0.87391
0.851165 -11.8294  0.87391
 0.85117 -11.8291 0.873915
0.851175 -11.8287 0.873915
 0.85118 -11.8284  0.87392
0.851185 -11.8281 0.873925
 0.85119 -11.8278 0.873925
0.851195 -11.8275  0.87393
  0.8512 -11.8271  0.87393
0.851205 -11.8268 0.873935
 0.85121 -11.8265 0.873935
0.851215 -11.8262  0.87394
 0.85122 -11.8259  0.87394
0.851225 -11.8255 0.873945
 0.85123 -11.8252 0.873945
0.851235 -11.8249  0.87395
 0.85124 -11.8246  0.87395
0.851245 -11.8243 0.873955
 0.85125 -11.8239 0.873955
0.851255 -11.8236  0.87396
 0.85126 -11.8233  0.87396
0.851265  -11.823 0.873965
 0.85127 -11.8227  0.87397
0.851275 -11.8223  0.87397
 0.85128  -11.822 0.873975
0.851285 -11.8217 0.873975
 0.85129 -11.8214  0.87398
0.851295 -11.8211  0.87398
  0.8513 -11.8207 0.873985
0.851305 -11.8204 0.873985
 0.85131 -11.8201  0.87399
0.851315 -11.8198  0.87399
 0.85132 -11.8195 0.873995
0.851325 -11.8192 0.873995
 0.85133 -11.8188    0.874
0.851335 -11.8185    0.874
 0.85134 -11.8182 0.874005
0.851345 -11.8179  0.87401
 0.85135 -11.8176  0.87401
0.851355 -11.8172 0.874015
 0.85136 -11.8169 0.874015
0.851365 -11.8166  0.87402
 0.85137 -11.8163  0.87402
0.851375  -11.816 0.874025
 0.85138 -11.8156 0.874025
0.851385 -11.8153  0.87403
 0.85139  -11.815  0.87403
0.851395 -11.8147 0.874035
  0.8514 -11.8144 0.874035
0.851405 -11.8141  0.87404
 0.85141 -11.8137  0.87404
0.851415 -11.8134 0.874045
 0.85142 -11.8131  0.87405
0.851425 -11.8128  0.87405
 0.85143 -11.8125 0.874055
0.851435 -11.8121 0.874055
 0.85144 -11.8118  0.87406
0.851445 -11.8115  0.87406
 0.85145 -11.8112 0.874065
0.851455 -11.8109 0.874065
 0.85146 -11.8105  0.87407
0.851465 -11.8102  0.87407
 0.85147 -11.8099 0.874075
0.851475 -11.8096 0.874075
 0.85148 -11.8093  0.87408
0.851485  -11.809  0.87408
 0.85149 -11.8086 0.874085
0.851495 -11.8083 0.874085
  0.8515  -11.808  0.87409
0.851505 -11.8077 0.874095
 0.85151 -11.8074 0.874095
0.851515  -11.807   0.8741
 0.85152 -11.8067   0.8741
0.851525 -11.8064 0.874105
 0.85153 -11.8061 0.874105
0.851535 -11.8058  0.87411
 0.85154 -11.8054  0.87411
0.851545 -11.8051 0.874115
 0.85155 -11.8048 0.874115
0.851555 -11.8045  0.87412
 0.85156 -11.8042  0.87412
0.851565 -11.8039 0.874125
 0.85157 -11.8035 0.874125
0.851575 -11.8032  0.87413
 0.85158 -11.8029 0.874135
0.851585 -11.8026 0.874135
 0.85159 -11.8023  0.87414
0.851595 -11.8019  0.87414
  0.8516 -11.8016 0.874145
0.851605 -11.8013 0.874145
 0.85161  -11.801  0.87415
0.851615 -11.8007  0.87415
 0.85162 -11.8003 0.874155
0.851625    -11.8 0.874155
 0.85163 -11.7997  0.87416
0.851635 -11.7994  0.87416
 0.85164 -11.7991 0.874165
0.851645 -11.7988 0.874165
 0.85165 -11.7984  0.87417
0.851655 -11.7981 0.874175
 0.85166 -11.7978 0.874175
0.851665 -11.7975  0.87418
 0.85167 -11.7972  0.87418
0.851675 -11.7968 0.874185
 0.85168 -11.7965 0.874185
0.851685 -11.7962  0.87419
 0.85169 -11.7959  0.87419
0.851695 -11.7956 0.874195
  0.8517 -11.7953 0.874195
0.851705 -11.7949   0.8742
 0.85171 -11.7946   0.8742
0.851715 -11.7943 0.874205
 0.85172  -11.794 0.874205
0.851725 -11.7937  0.87421
 0.85173 -11.7933  0.87421
0.851735  -11.793 0.874215
 0.85174 -11.7927  0.87422
0.851745 -11.7924  0.87422
 0.85175 -11.7921 0.874225
0.851755 -11.7918 0.874225
 0.85176 -11.7914  0.87423
0.851765 -11.7911  0.87423
 0.85177 -11.7908 0.874235
0.851775 -11.7905 0.874235
 0.85178 -11.7902  0.87424
0.851785 -11.7898  0.87424
 0.85179 -11.7895 0.874245
0.851795 -11.7892 0.874245
  0.8518 -11.7889  0.87425
0.851805 -11.7886  0.87425
 0.85181 -11.7883 0.874255
0.851815 -11.7879  0.87426
 0.85182 -11.7876  0.87426
0.851825 -11.7873 0.874265
 0.85183  -11.787 0.874265
0.851835 -11.7867  0.87427
 0.85184 -11.7863  0.87427
0.851845  -11.786 0.874275
 0.85185 -11.7857 0.874275
0.851855 -11.7854  0.87428
 0.85186 -11.7851  0.87428
0.851865 -11.7848 0.874285
 0.85187 -11.7844 0.874285
0.851875 -11.7841  0.87429
 0.85188 -11.7838  0.87429
0.851885 -11.7835 0.874295
 0.85189 -11.7832 0.874295
0.851895 -11.7829   0.8743
  0.8519 -11.7825 0.874305
0.851905 -11.7822 0.874305
 0.85191 -11.7819  0.87431
0.851915 -11.7816  0.87431
 0.85192 -11.7813 0.874315
0.851925 -11.7809 0.874315
 0.85193 -11.7806  0.87432
0.851935 -11.7803  0.87432
 0.85194   -11.78 0.874325
0.851945 -11.7797 0.874325
 0.85195 -11.7794  0.87433
0.851955  -11.779  0.87433
 0.85196 -11.7787 0.874335
0.851965 -11.7784 0.874335
 0.85197 -11.7781  0.87434
0.851975 -11.7778 0.874345
 0.85198 -11.7775 0.874345
0.851985 -11.7771  0.87435
 0.85199 -11.7768  0.87435
0.851995 -11.7765 0.874355
   0.852 -11.7762 0.874355
0.852005 -11.7759  0.87436
 0.85201 -11.7755  0.87436
0.852015 -11.7752 0.874365
 0.85202 -11.7749 0.874365
0.852025 -11.7746  0.87437
 0.85203 -11.7743  0.87437
0.852035  -11.774 0.874375
 0.85204 -11.7736 0.874375
0.852045 -11.7733  0.87438
 0.85205  -11.773 0.874385
0.852055 -11.7727 0.874385
 0.85206 -11.7724  0.87439
0.852065 -11.7721  0.87439
 0.85207 -11.7717 0.874395
0.852075 -11.7714 0.874395
 0.85208 -11.7711   0.8744
0.852085 -11.7708   0.8744
 0.85209 -11.7705 0.874405
0.852095 -11.7701 0.874405
  0.8521 -11.7698  0.87441
0.852105 -11.7695  0.87441
 0.85211 -11.7692 0.874415
0.852115 -11.7689 0.874415
 0.85212 -11.7686  0.87442
0.852125 -11.7682  0.87442
 0.85213 -11.7679 0.874425
0.852135 -11.7676  0.87443
 0.85214 -11.7673  0.87443
0.852145  -11.767 0.874435
 0.85215 -11.7667 0.874435
0.852155 -11.7663  0.87444
 0.85216  -11.766  0.87444
0.852165 -11.7657 0.874445
 0.85217 -11.7654 0.874445
0.852175 -11.7651  0.87445
 0.85218 -11.7648  0.87445
0.852185 -11.7644 0.874455
 0.85219 -11.7641 0.874455
0.852195 -11.7638  0.87446
  0.8522 -11.7635  0.87446
0.852205 -11.7632 0.874465
 0.85221 -11.7629  0.87447
0.852215 -11.7625  0.87447
 0.85222 -11.7622 0.874475
0.852225 -11.7619 0.874475
 0.85223 -11.7616  0.87448
0.852235 -11.7613  0.87448
 0.85224  -11.761 0.874485
0.852245 -11.7606 0.874485
 0.85225 -11.7603  0.87449
0.852255   -11.76  0.87449
 0.85226 -11.7597 0.874495
0.852265 -11.7594 0.874495
 0.85227  -11.759   0.8745
0.852275 -11.7587   0.8745
 0.85228 -11.7584 0.874505
0.852285 -11.7581 0.874505
 0.85229 -11.7578  0.87451
0.852295 -11.7575 0.874515
  0.8523 -11.7571 0.874515
0.852305 -11.7568  0.87452
 0.85231 -11.7565  0.87452
0.852315 -11.7562 0.874525
 0.85232 -11.7559 0.874525
0.852325 -11.7556  0.87453
 0.85233 -11.7552  0.87453
0.852335 -11.7549 0.874535
 0.85234 -11.7546 0.874535
0.852345 -11.7543  0.87454
 0.85235  -11.754  0.87454
0.852355 -11.7537 0.874545
 0.85236 -11.7533 0.874545
0.852365  -11.753  0.87455
 0.85237 -11.7527 0.874555
0.852375 -11.7524 0.874555
 0.85238 -11.7521  0.87456
0.852385 -11.7518  0.87456
 0.85239 -11.7514 0.874565
0.852395 -11.7511 0.874565
  0.8524 -11.7508  0.87457
0.852405 -11.7505  0.87457
 0.85241 -11.7502 0.874575
0.852415 -11.7499 0.874575
 0.85242 -11.7495  0.87458
0.852425 -11.7492  0.87458
 0.85243 -11.7489 0.874585
0.852435 -11.7486 0.874585
 0.85244 -11.7483  0.87459
0.852445  -11.748  0.87459
 0.85245 -11.7476 0.874595
0.852455 -11.7473   0.8746
 0.85246  -11.747   0.8746
0.852465 -11.7467 0.874605
 0.85247 -11.7464 0.874605
0.852475 -11.7461  0.87461
 0.85248 -11.7457  0.87461
0.852485 -11.7454 0.874615
 0.85249 -11.7451 0.874615
0.852495 -11.7448  0.87462
  0.8525 -11.7445  0.87462
0.852505 -11.7442 0.874625
 0.85251 -11.7438 0.874625
0.852515 -11.7435  0.87463
 0.85252 -11.7432  0.87463
0.852525 -11.7429 0.874635
 0.85253 -11.7426  0.87464
0.852535 -11.7423  0.87464
 0.85254 -11.7419 0.874645
0.852545 -11.7416 0.874645
 0.85255 -11.7413  0.87465
0.852555  -11.741  0.87465
 0.85256 -11.7407 0.874655
0.852565 -11.7404 0.874655
 0.85257   -11.74  0.87466
0.852575 -11.7397  0.87466
 0.85258 -11.7394 0.874665
0.852585 -11.7391 0.874665
 0.85259 -11.7388  0.87467
0.852595 -11.7385  0.87467
  0.8526 -11.7382 0.874675
0.852605 -11.7378  0.87468
 0.85261 -11.7375  0.87468
0.852615 -11.7372 0.874685
 0.85262 -11.7369 0.874685
0.852625 -11.7366  0.87469
 0.85263 -11.7363  0.87469
0.852635 -11.7359 0.874695
 0.85264 -11.7356 0.874695
0.852645 -11.7353   0.8747
 0.85265  -11.735   0.8747
0.852655 -11.7347 0.874705
 0.85266 -11.7344 0.874705
0.852665  -11.734  0.87471
 0.85267 -11.7337  0.87471
0.852675 -11.7334 0.874715
 0.85268 -11.7331 0.874715
0.852685 -11.7328  0.87472
 0.85269 -11.7325 0.874725
0.852695 -11.7321 0.874725
  0.8527 -11.7318  0.87473
0.852705 -11.7315  0.87473
 0.85271 -11.7312 0.874735
0.852715 -11.7309 0.874735
 0.85272 -11.7306  0.87474
0.852725 -11.7302  0.87474
 0.85273 -11.7299 0.874745
0.852735 -11.7296 0.874745
 0.85274 -11.7293  0.87475
0.852745  -11.729  0.87475
 0.85275 -11.7287 0.874755
0.852755 -11.7284 0.874755
 0.85276  -11.728  0.87476
0.852765 -11.7277 0.874765
 0.85277 -11.7274 0.874765
0.852775 -11.7271  0.87477
 0.85278 -11.7268  0.87477
0.852785 -11.7265 0.874775
 0.85279 -11.7261 0.874775
0.852795 -11.7258  0.87478
  0.8528 -11.7255  0.87478
0.852805 -11.7252 0.874785
 0.85281 -11.7249 0.874785
0.852815 -11.7246  0.87479
 0.85282 -11.7242  0.87479
0.852825 -11.7239 0.874795
 0.85283 -11.7236 0.874795
0.852835 -11.7233   0.8748
 0.85284  -11.723   0.8748
0.852845 -11.7227 0.874805
 0.85285 -11.7224  0.87481
0.852855  -11.722  0.87481
 0.85286 -11.7217 0.874815
0.852865 -11.7214 0.874815
 0.85287 -11.7211  0.87482
0.852875 -11.7208  0.87482
 0.85288 -11.7205 0.874825
0.852885 -11.7201 0.874825
 0.85289 -11.7198  0.87483
0.852895 -11.7195  0.87483
  0.8529 -11.7192 0.874835
0.852905 -11.7189 0.874835
 0.85291 -11.7186  0.87484
0.852915 -11.7182  0.87484
 0.85292 -11.7179 0.874845
0.852925 -11.7176  0.87485
 0.85293 -11.7173  0.87485
0.852935  -11.717 0.874855
 0.85294 -11.7167 0.874855
0.852945 -11.7164  0.87486
 0.85295  -11.716  0.87486
0.852955 -11.7157 0.874865
 0.85296 -11.7154 0.874865
0.852965 -11.7151  0.87487
 0.85297 -11.7148  0.87487
0.852975 -11.7145 0.874875
 0.85298 -11.7141 0.874875
0.852985 -11.7138  0.87488
 0.85299 -11.7135  0.87488
0.852995 -11.7132 0.874885
   0.853 -11.7129  0.87489
0.853005 -11.7126  0.87489
 0.85301 -11.7123 0.874895
0.853015 -11.7119 0.874895
 0.85302 -11.7116   0.8749
0.853025 -11.7113   0.8749
 0.85303  -11.711 0.874905
0.853035 -11.7107 0.874905
 0.85304 -11.7104  0.87491
0.853045   -11.71  0.87491
 0.85305 -11.7097 0.874915
0.853055 -11.7094 0.874915
 0.85306 -11.7091  0.87492
0.853065 -11.7088  0.87492
 0.85307 -11.7085 0.874925
0.853075 -11.7082 0.874925
 0.85308 -11.7078  0.87493
0.853085 -11.7075 0.874935
 0.85309 -11.7072 0.874935
0.853095 -11.7069  0.87494
  0.8531 -11.7066  0.87494
0.853105 -11.7063 0.874945
 0.85311 -11.7059 0.874945
0.853115 -11.7056  0.87495
 0.85312 -11.7053  0.87495
0.853125  -11.705 0.874955
 0.85313 -11.7047 0.874955
0.853135 -11.7044  0.87496
 0.85314 -11.7041  0.87496
0.853145 -11.7037 0.874965
 0.85315 -11.7034 0.874965
0.853155 -11.7031  0.87497
 0.85316 -11.7028 0.874975
0.853165 -11.7025 0.874975
 0.85317 -11.7022  0.87498
0.853175 -11.7019  0.87498
 0.85318 -11.7015 0.874985
0.853185 -11.7012 0.874985
 0.85319 -11.7009  0.87499
0.853195 -11.7006  0.87499
  0.8532 -11.7003 0.874995
0.853205    -11.7 0.874995
 0.85321 -11.6996    0.875
0.853215 -11.6993    0.875
 0.85322  -11.699 0.875005
0.853225 -11.6987 0.875005
 0.85323 -11.6984  0.87501
0.853235 -11.6981  0.87501
 0.85324 -11.6978 0.875015
0.853245 -11.6974  0.87502
 0.85325 -11.6971  0.87502
0.853255 -11.6968 0.875025
 0.85326 -11.6965 0.875025
0.853265 -11.6962  0.87503
 0.85327 -11.6959  0.87503
0.853275 -11.6956 0.875035
 0.85328 -11.6952 0.875035
0.853285 -11.6949  0.87504
 0.85329 -11.6946  0.87504
0.853295 -11.6943 0.875045
  0.8533  -11.694 0.875045
0.853305 -11.6937  0.87505
 0.85331 -11.6934  0.87505
0.853315  -11.693 0.875055
 0.85332 -11.6927  0.87506
0.853325 -11.6924  0.87506
 0.85333 -11.6921 0.875065
0.853335 -11.6918 0.875065
 0.85334 -11.6915  0.87507
0.853345 -11.6911  0.87507
 0.85335 -11.6908 0.875075
0.853355 -11.6905 0.875075
 0.85336 -11.6902  0.87508
0.853365 -11.6899  0.87508
 0.85337 -11.6896 0.875085
0.853375 -11.6893 0.875085
 0.85338 -11.6889  0.87509
0.853385 -11.6886  0.87509
 0.85339 -11.6883 0.875095
0.853395  -11.688   0.8751
  0.8534 -11.6877   0.8751
0.853405 -11.6874 0.875105
 0.85341 -11.6871 0.875105
0.853415 -11.6867  0.87511
 0.85342 -11.6864  0.87511
0.853425 -11.6861 0.875115
 0.85343 -11.6858 0.875115
0.853435 -11.6855  0.87512
 0.85344 -11.6852  0.87512
0.853445 -11.6849 0.875125
 0.85345 -11.6845 0.875125
0.853455 -11.6842  0.87513
 0.85346 -11.6839  0.87513
0.853465 -11.6836 0.875135
 0.85347 -11.6833 0.875135
0.853475  -11.683  0.87514
 0.85348 -11.6827 0.875145
0.853485 -11.6823 0.875145
 0.85349  -11.682  0.87515
0.853495 -11.6817  0.87515
  0.8535 -11.6814 0.875155
0.853505 -11.6811 0.875155
 0.85351 -11.6808  0.87516
0.853515 -11.6805  0.87516
 0.85352 -11.6801 0.875165
0.853525 -11.6798 0.875165
 0.85353 -11.6795  0.87517
0.853535 -11.6792  0.87517
 0.85354 -11.6789 0.875175
0.853545 -11.6786 0.875175
 0.85355 -11.6783  0.87518
0.853555 -11.6779 0.875185
 0.85356 -11.6776 0.875185
0.853565 -11.6773  0.87519
 0.85357  -11.677  0.87519
0.853575 -11.6767 0.875195
 0.85358 -11.6764 0.875195
0.853585 -11.6761   0.8752
 0.85359 -11.6757   0.8752
0.853595 -11.6754 0.875205
  0.8536 -11.6751 0.875205
0.853605 -11.6748  0.87521
 0.85361 -11.6745  0.87521
0.853615 -11.6742 0.875215
 0.85362 -11.6739 0.875215
0.853625 -11.6735  0.87522
 0.85363 -11.6732  0.87522
0.853635 -11.6729 0.875225
 0.85364 -11.6726  0.87523
0.853645 -11.6723  0.87523
 0.85365  -11.672 0.875235
0.853655 -11.6717 0.875235
 0.85366 -11.6713  0.87524
0.853665  -11.671  0.87524
 0.85367 -11.6707 0.875245
0.853675 -11.6704 0.875245
 0.85368 -11.6701  0.87525
0.853685 -11.6698  0.87525
 0.85369 -11.6695 0.875255
0.853695 -11.6691 0.875255
  0.8537 -11.6688  0.87526
0.853705 -11.6685  0.87526
 0.85371 -11.6682 0.875265
0.853715 -11.6679  0.87527
 0.85372 -11.6676  0.87527
0.853725 -11.6673 0.875275
 0.85373  -11.667 0.875275
0.853735 -11.6666  0.87528
 0.85374 -11.6663  0.87528
0.853745  -11.666 0.875285
 0.85375 -11.6657 0.875285
0.853755 -11.6654  0.87529
 0.85376 -11.6651  0.87529
0.853765 -11.6648 0.875295
 0.85377 -11.6644 0.875295
0.853775 -11.6641   0.8753
 0.85378 -11.6638   0.8753
0.853785 -11.6635 0.875305
 0.85379 -11.6632 0.875305
0.853795 -11.6629  0.87531
  0.8538 -11.6626 0.875315
0.853805 -11.6622 0.875315
 0.85381 -11.6619  0.87532
0.853815 -11.6616  0.87532
 0.85382 -11.6613 0.875325
0.853825  -11.661 0.875325
 0.85383 -11.6607  0.87533
0.853835 -11.6604  0.87533
 0.85384 -11.6601 0.875335
0.853845 -11.6597 0.875335
 0.85385 -11.6594  0.87534
0.853855 -11.6591  0.87534
 0.85386 -11.6588 0.875345
0.853865 -11.6585 0.875345
 0.85387 -11.6582  0.87535
0.853875 -11.6579 0.875355
 0.85388 -11.6575 0.875355
0.853885 -11.6572  0.87536
 0.85389 -11.6569  0.87536
0.853895 -11.6566 0.875365
  0.8539 -11.6563 0.875365
0.853905  -11.656  0.87537
 0.85391 -11.6557  0.87537
0.853915 -11.6553 0.875375
 0.85392  -11.655 0.875375
0.853925 -11.6547  0.87538
 0.85393 -11.6544  0.87538
0.853935 -11.6541 0.875385
 0.85394 -11.6538 0.875385
0.853945 -11.6535  0.87539
 0.85395 -11.6532 0.875395
0.853955 -11.6528 0.875395
 0.85396 -11.6525   0.8754
0.853965 -11.6522   0.8754
 0.85397 -11.6519 0.875405
0.853975 -11.6516 0.875405
 0.85398 -11.6513  0.87541
0.853985  -11.651  0.87541
 0.85399 -11.6506 0.875415
0.853995 -11.6503 0.875415
   0.854   -11.65  0.87542
0.854005 -11.6497  0.87542
 0.85401 -11.6494 0.875425
0.854015 -11.6491 0.875425
 0.85402 -11.6488  0.87543
0.854025 -11.6485  0.87543
 0.85403 -11.6481 0.875435
0.854035 -11.6478  0.87544
 0.85404 -11.6475  0.87544
0.854045 -11.6472 0.875445
 0.85405 -11.6469 0.875445
0.854055 -11.6466  0.87545
 0.85406 -11.6463  0.87545
0.854065 -11.6459 0.875455
 0.85407 -11.6456 0.875455
0.854075 -11.6453  0.87546
 0.85408  -11.645  0.87546
0.854085 -11.6447 0.875465
 0.85409 -11.6444 0.875465
0.854095 -11.6441  0.87547
  0.8541 -11.6438  0.87547
0.854105 -11.6434 0.875475
 0.85411 -11.6431  0.87548
0.854115 -11.6428  0.87548
 0.85412 -11.6425 0.875485
0.854125 -11.6422 0.875485
 0.85413 -11.6419  0.87549
0.854135 -11.6416  0.87549
 0.85414 -11.6413 0.875495
0.854145 -11.6409 0.875495
 0.85415 -11.6406   0.8755
0.854155 -11.6403   0.8755
 0.85416   -11.64 0.875505
0.854165 -11.6397 0.875505
 0.85417 -11.6394  0.87551
0.854175 -11.6391  0.87551
 0.85418 -11.6388 0.875515
0.854185 -11.6384 0.875515
 0.85419 -11.6381  0.87552
0.854195 -11.6378 0.875525
  0.8542 -11.6375 0.875525
0.854205 -11.6372  0.87553
 0.85421 -11.6369  0.87553
0.854215 -11.6366 0.875535
 0.85422 -11.6362 0.875535
0.854225 -11.6359  0.87554
 0.85423 -11.6356  0.87554
0.854235 -11.6353 0.875545
 0.85424  -11.635 0.875545
0.854245 -11.6347  0.87555
 0.85425 -11.6344  0.87555
0.854255 -11.6341 0.875555
